ID,speaker,stage,paragraph,source_file,Sound: Ja/Nein?,Lautstärkeniveau (0;1-5),Kommentar
176,MARIANNE,"sagt durch diese Art seines »Dementis« nichts weniger als beruhigt; ihre Augen garnicht
  von ihm lassend; stockend.","Entweder ... ich muß dich eben ... nicht recht verstanden haben, oder ...",holz-ignorabimus.xml,ja,,
937,UEXKÜLL,"sagt durch diese Art sofort auf dem Qui vive; kurz, kühl; aber sich noch halb
  verbeugend.",Ungefähr!,holz-ignorabimus.xml,ja,,
1121,GEORG,sagt durch diese beschämende »Ahnungslosigkeit« beinahe »entwaffnet«.,"Da es aber nun den Anschein hat, daß du mit deinem Notizblock jetzt glücklich fertig und zu Ende bist ...",holz-ignorabimus.xml,ja,,
328,GEORG,"sagt durch diese Details schon wieder ein ganz klein wenig ungeduldig; dabei fast wie
  aus einer leisen Skepsis.",M!,holz-ignorabimus.xml,ja,,
1045,MARIANNE,"sagt durch diese Form seines Ausbruchs, auf die sie bei seiner sonstigen Urbanität denn
  doch nicht gefaßt gewesen war, ganz überrascht und erschreckt; fast
  flehend-vorwurfsvoll.",Vater!,holz-ignorabimus.xml,ja,,
42,MARIANNE,"sagt durch diese ihm sonst so fremde Betonung seines »irdischen Schätzeplunders« leis
  indigniert.",Du tust manchmal ...,holz-ignorabimus.xml,ja,,
457,GEORG,"sagt durch diese nachsichtige Milde nun doch in seinem Innern ein ganz klein wenig
  bedrückt und geniert; wie um nur etwas zu sagen.",Hätte ich dich nicht einmal zufällig im Garten getroffen ... so würden wir uns überhaupt nicht ...,holz-ignorabimus.xml,ja,,
155,ONKEL LUDWIG,"sagt durch diese offenbare »Unbotmäßigkeit« erbittert; sich mehr und mehr wieder in
  Eifer schwatzend.","Nichts weißte! Das war damals bloß meine Habilitationsschrift, die mir der Hohlkopf, dein seliger Herr Großvater ...",holz-ignorabimus.xml,ja,,
970,GEORG,"sagt durch diese provokatorisch taubenblütige Sanftmut, ohne daß.","Nein, nein! Das tust du nie! Das tust du nie! Das kann man dir beim besten Willen ...",holz-ignorabimus.xml,ja,,
365,ONKEL LUDWIG,"sagt durch diese so ganz und durchaus gegen seinen Willen erfolgte respektlose
  »Abkürzung« in seinen heiligsten »Rechten« gekränkt; in seinen Sessel zurückgelehnt; mit
  seinen Brauen gewitternd.","Cher neveu! Wenn ich rede, habe ich das Wort! Und wenn ich das Wort habe, rede ich!",holz-ignorabimus.xml,ja,,
838,UEXKÜLL,"sagt durch diese Tür; letzte, englische Mode, »tipptopp«, den Hut in der Hand;
  eleganteste, weltmännische Verbeugung, als ob sich sein unerhörtes Eindringen bis in
  diesen Raum eigentlich ganz von selbst verstünde.",Gnädigste Frau?,holz-ignorabimus.xml,ja,,
1180,GEORG,"sagt durch diese Unterbrechung in seinem »Stiehm« noch gesteigert und erst jetzt seinen
  Satz zu Ende führend.","Werde ich die Stirn und den »herostratischen Mut« haben, inmitten einer trampelnden, oder wenn du willst, auch scharrenden Zuhörerschaft",holz-ignorabimus.xml,ja,,
731,MARIANNE,"sagt durch diese vehemente Sicherheit und Bestimmtheit in ihrer furchtbaren eignen
  Ausdeutung einen Augenblick fast schwankend.",Es ist ... möglich ... daß du ...,holz-ignorabimus.xml,ja,,
3192,ONKEL LUDWIG,sagt durch diese Vorhaltungen »ganz unglücklich«; noch kläglicher.,"Ich räums ja ein, ich konzediere! Ich hätte mein dummes »Gelöstes Welträtsel, oder der durchhaune Gordische Knoten«, dies verunglückte, siebzehnbeinige Monstrum, an das ich schon damals nicht recht glaubte ... nicht expreh und expreß ... bloß, weil es mich tickte, mit meinem bunten Aberwitz vor deinem Vater zu paradieren ...",holz-ignorabimus.xml,ja,,
591,MARIANNE,"sagt durch diese Wendung, mit der er in seinem immer farbig-spezifischer gewordnen
  Memorial fortfahren will, plötzlich ergriffen; unwillkürlich in seinem Satz
  weiter.",Als in meiner Abwesenheit Georg ...,holz-ignorabimus.xml,ja,,
1144,DUFROY,"sagt durch diese Zustimmung kaum unterbrochen; in seinem neuen Satz weiter und diesen
  mehr und mehr mit »attischem Salz« würzend.","Ein über Hand großes Stück; die liebreizende Tausendkünstlerin, mit einer graziösen Bewegung ihrer feingeformten Rechten,",holz-ignorabimus.xml,ja,,
3402,ONKEL LUDWIG,"sagt durch diesen »Erfolg« ermutigt, über den stummen Unwillen.","Oder wie aus einer andern ... Sphäre, oder Astralebne ...",holz-ignorabimus.xml,ja,,
1214,ONKEL LUDWIG,sagt durch diesen »Supps« wieder zu sich gekommen.,Ah so! ...,holz-ignorabimus.xml,ja,,
892,ONKEL LUDWIG,sagt durch diesen Eindruck »befriedigt«.,"Zwar schon scheußlich modernisiert, wie überhaupt fast alles hier ...",holz-ignorabimus.xml,ja,,
1087,DUFROY,"sagt durch diesen fragend-anreizenden Zwischenlaut sich wieder hinreißen lassend und in
  seinem Satz erregt weiter.",Trotz deines ... schon seit jeher ... immer höchst eigenmächtigen Autodidaktentums ...,holz-ignorabimus.xml,ja,,
1987,ONKEL LUDWIG,"sagt durch diesen schon halb verzweifelten Zwischenruf kaum unterbrochen, in seinem Satz
  weiter; sich wieder, wenn auch nicht mehr so heftig, vor die Brust schlagend;
  herzrührender Altermannskummer.","Hatte ich, in der ungestillten Sehnsucht meiner alten, bescheiden gewordnen Tage, das letzte Stückchen Jugendherz, das mir noch verblieben war ...",holz-ignorabimus.xml,ja,,
350,ONKEL LUDWIG,sagt durch diesen Ton ganz perplex; von einem zum andern blickend.,"Ja, war ich denn nu eigentlich ... an jenem Abend mit dabei ... oder nich?",holz-ignorabimus.xml,ja,,
626,GEORG,"sagt durch diesen Ton, den er nicht recht vertragen kann, bereits wieder heimlich
  irritiert.",Jawohl! ...,holz-ignorabimus.xml,ja,,
342,ONKEL LUDWIG,sagt durch diesen unverhofften Beistand noch ermutigter.,"Das für uns alle eigentliche, große Haupt- und Zentralfaktum ...",holz-ignorabimus.xml,ja,,
2129,MARIANNE,"sagt durch dieses offenbare Ausweichen von ihm noch besorgt-beunruhigter; erschreckt-
  irritiert-unsichrer Blick über alle Anwesenden; Auto.","Es ... scheint also ... doch, oder ...?",holz-ignorabimus.xml,ja,,
3607,MARIANNE,"sagt durch dieses Wort fast wie physisch getroffen; mit wieder schmerzlichst geschlossen
  Augen.",»Infern ...«,holz-ignorabimus.xml,ja,,
2152,DUFROY,sagt durch Georgs Tonart plötzlich nach derselben Richtung ebenfalls stutzig.,Du wirst doch nicht etwa ...?,holz-ignorabimus.xml,ja,,
2195,GEORG,sagt durch ihre letzte Wendung die Herrschaft über sich fast wieder verlierend.,Vielleicht? Wenn du gründlich nachdenkst ...?!,holz-ignorabimus.xml,ja,,
137,ONKEL LUDWIG,"sagt durch ihren Ausbruch, auf den er in diesem Augenblick nicht gefaßt war, ganz
  erschreckt; ihre Atempause benutzend; vollkommen ratlos.","Ja, was soll man denn da ...",holz-ignorabimus.xml,ja,,
570,DUFROY,sagt durch ihren seltsam passiven Widerstand fast gereizt.,"Um so befremdlicher, daß diese dann ...",holz-ignorabimus.xml,ja,,
149,ONKEL LUDWIG,sagt durch ihren Tonfall betroffen; fast scheu um sich blickend.,Du kannst einen ... beinahe ...,holz-ignorabimus.xml,ja,,
784,GEORG,"sagt durch ihren unwilligen Zwischenruf kaum unterbrochen, in seinem Satz und in seiner
  Rage sofort weiter.","Deinen durch nichts fundierten Vorschlag, kaum daß du ihn ausgesprochen hattest, auch bereits sofort prompt akzeptierte! Aber es will mir nicht in den Kopf, ich kapiere es absolut nicht, es ist mir völlig unverständlich, wie dein Vater ...",holz-ignorabimus.xml,ja,,
1966,UEXKÜLL,"sagt durch sein Elend gepackt; jetzt wieder ganz mit ihm empfindend; ehrlichste,
  aufrichtigste, teilnahmsvollste Entrüstung.","Jener brutale, jähe, durch nichts motivierte Ausbruch gegen Sie war ein so exzessiv häßlicher ...",holz-ignorabimus.xml,ja,,
1847,GEORG,sagt durch seine Empfindung einen Augenblick fast überwältigt.,Schweig!,holz-ignorabimus.xml,ja,,
84,MARIANNE,sagt durch seine umständliche Weitschweifigkeit leicht nervös.,"Mein Gott, deshalb ...!",holz-ignorabimus.xml,ja,,
200,MARIANNE,"sagt durch seine Unterbrechung erst jetzt imstande, ihren Satz zu seiner Zufriedenheit
  zu beenden.",Doch wohl schließlich ... auch kaum gepaßt!,holz-ignorabimus.xml,ja,,
861,MARIANNE,sagt durch seine Unterbrechung ganz ungeduldig.,Weiter!,holz-ignorabimus.xml,ja,,
1841,DIE ERSCHEINUNG,sagt durch seine Unterbrechung unberührt.,Du wirst ... nachdem alles um dich zertreten sein wird ... nachdem alle dich verlassen haben ... nachdem du den Glauben auch noch an dein Letztes verloren haben wirst ...,holz-ignorabimus.xml,ja,,
3617,MARIANNE,"sagt durch seine wie »entsetzte« Verwundrung unwillkürlich zu noch weiteren Details
  gedrängt.",Der mich ... unterwegs ... für Mariette hielt ... und der dann später ... in dieses Haus drang ...,holz-ignorabimus.xml,ja,,
3039,DUFROY,sagt durch seinen fragenden Laut kaum unterbrochen; noch immer in seinem Satz.,"Durchwühlt und durchschüttert, daß du in deinem ganzen ... Dasein ...",holz-ignorabimus.xml,ja,,
2787,GEORG,"sagt durch seinen Ton »getroffen«; wie in seelisch äußerster und letzter Abwehr vor sich
  selbst; zermartert ausbrechend.",Häng dein ... Herz an nichts!,holz-ignorabimus.xml,ja,,
411,MARIANNE,sagt durch seinen Ton schmerzlich getroffen.,Wenn natürlich selbstverständlich,holz-ignorabimus.xml,ja,,
1345,DUFROY,"sagt durch seinen Tonfall an diesem ihm so versicherten »Sachverhalt« eine sehr
  durchsichtig-deutliche »Kritik« übend.",Sehr bedauerlich!,holz-ignorabimus.xml,ja,,
2971,DUFROY,sagt ebenfalls in einem solchen Zweifel; nach der betreffenden Stelle hin.,Lag ihr Kopf ... nicht vorhin hier links?,holz-ignorabimus.xml,ja,,
3254,ONKEL LUDWIG,"sagt ebenfalls nach ihr hin; mit aller Energie, der er in diesem Moment noch fähig ist,
  gegen eine solche Ausdeutung sich zur Wehr setzend.","Es ist doch ... aber ganz ausgeschlossen, daß sie ...",holz-ignorabimus.xml,ja,,
306,ONKEL LUDWIG,sagt ebenfalls zu Georg; ähnlich wie sie.,Du tust ja ...,holz-ignorabimus.xml,ja,,
2250,ONKEL LUDWIG,sagt ebenfalls zu Georg; ähnlich.,Du kannst ihr doch nicht beweisen ...,holz-ignorabimus.xml,ja,,
2220,UEXKÜLL,sagt ebenfalls zu Georg; Dufroy von sich aus konform.,"Sie sehn, wie wir hier machtlos ...",holz-ignorabimus.xml,ja,,
220,MARIANNE,sagt ebenso gesteigert.,Du darfst wirklich ...,holz-ignorabimus.xml,ja,,
2348,DUFROY,"sagt ebenso wieder, nur in seinem Hintergrund rechts auf und ab;
  »amüsiert-befriedigt«.",Allerdings! Allerdings!,holz-ignorabimus.xml,ja,,
1372,UEXKÜLL,"sagt ebenso zu diesen beiden; in dem Gefühl, sich mit seinem letzten Ausfall allzuweit
  vorgewagt zu haben, wieder »klug« einen Schritt zurück; sich auf das ihm von »Exzellenz«
  »anvertraute Amt« berufend.","Die Kapazität beider Herren, auf diesem Gebiet, ganz unangetastet und in Ehren! Ich wollte mir nur als Unparteiischer ...",holz-ignorabimus.xml,ja,,
3779,DUFROY,sagt ebenso; ganz entsetzt.,Was hast du? Was ist dir?,holz-ignorabimus.xml,ja,,
372,ONKEL LUDWIG,sagt ebenso; ihr lebhaft zu Hilfe kommend.,Wenn deine hypothetische,holz-ignorabimus.xml,ja,,
3783,DUFROY,sagt ebenso; matteres Echo.,Was?,holz-ignorabimus.xml,ja,,
2375,ONKEL LUDWIG,"sagt ebenso; nun auch vor der letzten, krassesten Deutlichkeit nicht mehr
  zurückschreckend.","Post suam mortem und bis über sein frühes, ich möchte fast gradezu sagen selbstgeschaufeltes Grab hinaus ...",holz-ignorabimus.xml,ja,,
1702,DUFROY,sagt ebenso; nur noch gesteigert; fast außer sich.,Wo kommt hier eine Harfe her?!,holz-ignorabimus.xml,ja,,
3802,GEORG,sagt ebenso; nur wieder noch stärker.,Ein Nichts!!,holz-ignorabimus.xml,ja,,
1380,ONKEL LUDWIG,sagt ebenso; seinem Stiefbruder diesmal zur Hilfe kommend.,Man muß doch Vernunft annehmen!,holz-ignorabimus.xml,ja,,
825,MARIANNE,sagt ebenso.,Es war deine eigne Überzeugung ... daß eine solche Trennung zwischen uns ... genau für heute ...,holz-ignorabimus.xml,ja,,
899,UEXKÜLL,sagt ebenso.,Herr Doktor erfreuten sich zum Glück stets ...,holz-ignorabimus.xml,ja,,
1504,DUFROY,sagt ebenso.,"Es hat doch, bitte, alles seine Grenzen!",holz-ignorabimus.xml,ja,,
1635,ONKEL LUDWIG,sagt ebenso.,Nu auch noch Hagel!,holz-ignorabimus.xml,ja,,
1673,ONKEL LUDWIG,sagt ebenso.,Und nu grad heut ...,holz-ignorabimus.xml,ja,,
2740,DUFROY,sagt ebenso.,Zu deinem einzgen Freund und ehmalgen ...?,holz-ignorabimus.xml,ja,,
3305,DUFROY,sagt ebenso.,Zu folgen und deiner Mutter den Frieden ...,holz-ignorabimus.xml,ja,,
3512,GEORG,sagt ebenso.,"Auch stets zum Opfer gabst, doch, innerlich, skeptisch ablehnend verhielt, und die grade heute, aus ihrem bestimmt dunklen Vorgefühl ...",holz-ignorabimus.xml,ja,,
2777,GEORG,sagt ehrlich.,Du kannst sie ruhig ...,holz-ignorabimus.xml,ja,,
592,DUFROY,sagt eifrig nickend; Ton noch verstärkt.,Als in deiner Abwesenheit Georg ...,holz-ignorabimus.xml,ja,,
2784,DUFROY,sagt eifrig-hartnäckig.,"Als ich dir meine erste Tochter ... ohne es zu wissen, jedenfalls aber, ohne es zu wollen ... und schließlich nur ... auf das damals wiederholt eindringliche Flehen Mariannes selbst ...wie du dies nanntest, »unterschlug« ...",holz-ignorabimus.xml,ja,,
1202,GEORG,"sagt eifrig, nachdrücklich; das Eisen schmiedend, so lange es noch usw.","Ich bin überzeugt, daß auch deine Tochter Marianne ...",holz-ignorabimus.xml,ja,,
3104,DUFROY,sagt eifrig.,Gewiß! Freilich! Allerdings! Aber kaum ...,holz-ignorabimus.xml,ja,,
1801,ONKEL LUDWIG,sagt eifrigst zu Dufroy.,Hörst du?,holz-ignorabimus.xml,ja,,
2093,UEXKÜLL,sagt eifrigst zu Georg rüber; Onkel Ludwig wieder vollst beipflichtend.,Ich hätte es sonst unbedingt erblicken müssen!,holz-ignorabimus.xml,ja,,
83,ONKEL LUDWIG,sagt eigensinnig-hartnäckig; einen Augenblick ebenso wie sie.,"Dein Vater, als der Berliner biologische Papst des krassesten, materialistischen Deszendenztheoretikertums bis zur dogmatischen Intoleranz, hätte sich mit deiner Mutter, seiner direkten, regulären, blutsverwandten Cousine ...",holz-ignorabimus.xml,ja,,
1931,UEXKÜLL,sagt eiligst auf ihn zu.,Herr Doktor sind ganz ...,holz-ignorabimus.xml,ja,,
2790,DUFROY,"sagt eindringlich, überzeugt.",Es handelt sich nicht mehr ... um das Geschehne ...,holz-ignorabimus.xml,ja,,
2464,UEXKÜLL,sagt eine der Federn schon in der Hand.,Pardon!,holz-ignorabimus.xml,ja,,
449,MARIANNE,"sagt einem plötzlichen Impulse folgend; über seine Hand gebückt und diese
  küssend.",...,holz-ignorabimus.xml,ja,,
909,UEXKÜLL,sagt einen Augenblick durch diesen kühnen Überfall ganz überrumpelt.,Ich ... kann mich im Moment ...,holz-ignorabimus.xml,ja,,
2576,DUFROY,"sagt einen Augenblick lang fast drauf und dran, umzusinken; die Linke vor der Stirn, die
  Augen geschlossen, in letzter, tiefstschmerzlichster Selbstanklage.",So ... vergilt es sich jetzt ...,holz-ignorabimus.xml,ja,,
715,GEORG,sagt einen Augenblick stehngeblieben und zu ihr rüber.,Wo wir mit ihm ...,holz-ignorabimus.xml,ja,,
668,GEORG,"sagt einen Augenblick stehngeblieben; zu Dufroy rüber; durch die von diesem in die Luft
  gemalte Perspektive fast wie grimmig belustigt.","Dieser durchtriebene alte Satan, der dich damals in seinem Hospiz ...?",holz-ignorabimus.xml,ja,,
2755,GEORG,sagt einen Augenblick wieder stehngeblieben und zu ihm rüber.,Du hast ihm doch ... selbstverständlich nicht ...,holz-ignorabimus.xml,ja,,
678,DUFROY,sagt einen kurzen Moment sich gegen ihn zur Wehr setzend und sich verteidigend.,Mit dem ich in meinem Leben ...,holz-ignorabimus.xml,ja,,
3072,DUFROY,"sagt einen kurzen Moment, so sehr er sich auch müht, ihm Gerechtigkeit widerfahren zu
  lassen, jetzt fast gereizt-heftig.","So hör doch! Du irrst, wenn du glaubst, daß die beiden, die nach jahrelang innerm, stummem, siegreich mit sich selbst bestandnem Kampf und Ringen ...",holz-ignorabimus.xml,ja,,
1564,ONKEL LUDWIG,sagt einen Moment fast perplex.,Na du kannst doch nicht leugnen ...,holz-ignorabimus.xml,ja,,
1103,DUFROY,sagt einen Moment fast seine Fassung verlierend; jäh; nur noch halb Sonne.,Das willst du mir aufbinden?! ...,holz-ignorabimus.xml,ja,,
1192,GEORG,sagt einen Moment fast wie Mitleid.,Du willst jetzt ... gehn?,holz-ignorabimus.xml,ja,,
1449,DUFROY,sagt einen Moment ganz naiv-ratlos.,Ja aber dann ...,holz-ignorabimus.xml,ja,,
1927,UEXKÜLL,sagt einen Moment ganz perplex; dann noch fragend-dringlicher.,Exzellenz muß sich doch irgendwie bereits geäußert haben!,holz-ignorabimus.xml,ja,,
2887,DUFROY,sagt einen Moment nach ihm zurück.,Du solltest ruhig ...,holz-ignorabimus.xml,ja,,
2376,DUFROY,"sagt einen Moment stehngeblieben und dann sofort wieder weiter; jetzt bis vor die offne
  Tür rechts; allerheftigst.","Entschuldigt, bitte, entschuldigt, aber eine derartige »Auffassung« ... nun obendrein auch noch »mental« zu nennen ... das geht ja fast über den primitivsten Schamanismus des zurückgebliebensten Samojeden!",holz-ignorabimus.xml,ja,,
2747,GEORG,"sagt einen Moment stehngeblieben und fast wieder seine Selbstbeherrschung
  verlierend.",Du machst mich ...,holz-ignorabimus.xml,ja,,
1006,GEORG,sagt einen Moment stehngeblieben und wieder nach ihr zurück.,Du weißt ... »nur« ...?,holz-ignorabimus.xml,ja,,
740,GEORG,"sagt einen Moment stehngeblieben; den Kopf mit geschloßnen Augen etwas zurück, beide
  Hände quer über die Schläfen weg vor der Stirn.",Wenn man sich das alles so ... Zurückdenkt ...!,holz-ignorabimus.xml,ja,,
3468,GEORG,"sagt einen Moment stehngeblieben; die Augen geschlossen, die geballte Linke vor der
  Stirn.",Wenn du nicht ...,holz-ignorabimus.xml,ja,,
1059,DUFROY,sagt einen Moment unwillkürlich stehngeblieben; empört zu ihm rüber.,In diesem einleitenden Anfangsabschnitt ...,holz-ignorabimus.xml,ja,,
3708,GEORG,"sagt einen Moment wieder wie schmerzlichst; jedes Wort von stärkstem Gefühl durchtränkt
  und schwerst betont.",Mehr ... als du glaubst! ... Mehr als du ... ahnst und glaubst! Oft ...,holz-ignorabimus.xml,ja,,
3229,DUFROY,"sagt einen Moment wieder, ganz erstaunt-verblüfft, nach Marianne rüber, die in diesem
  Augenblick von neuem, und zwar diesmal zweimal, aufgeseufzt hat.",M!,holz-ignorabimus.xml,ja,,
2265,GEORG,"sagt einen Moment, unwillkürlich, noch stockend, dann brutalst und sich sofort darauf
  wieder in Bewegung setzend.",Ich nicht!,holz-ignorabimus.xml,ja,,
1922,ONKEL LUDWIG,"sagt einen Moment, wie plötzlich hellseherisch, in ihm den allein an allem Schuldigen
  erblickend; zornige, kraftvolle Geste mit der geballten Rechten.",Wären Sie doch nie ...,holz-ignorabimus.xml,ja,,
484,DUFROY,sagt einen Pflock zurücksteckend.,Dem ... Sinne nach!,holz-ignorabimus.xml,ja,,
1804,GEORG,sagt einen Schritt auf ihn zu; vor Zorn fast zitternd.,"Ich muß Sie, mein Herr, dringend bitten, sich jeder ungehörigen Äußerung hier durchaus und strikt zu enthalten!",holz-ignorabimus.xml,ja,,
261,ONKEL LUDWIG,"sagt einer gewissen, innerlichen, dunklen Angst sich jetzt ebenfalls nicht länger
  erwehren könnend.",Du kannst einen ...,holz-ignorabimus.xml,ja,,
2710,DUFROY,"sagt einer solchen »Argumentation« gegenüber jeden »Kampf« als völlig aussichtslos
  aufsteckend.","Wenn du nicht mehr als analysierender Naturforscher, sondern nur noch ... als neodogmatisierender Kirchenvater ...",holz-ignorabimus.xml,ja,,
1203,MARIANNE,"sagt einfach, schlicht.",Ich denke wie Georg.,holz-ignorabimus.xml,ja,,
3191,DUFROY,sagt einfallend und in seinem Satz weiter.,"Hatte dich dann später ... bedauerlicherweise, wie ich glaube ... bewogen, deine Habilitierung ... oder doch wenigstens den Versuch dazu ...",holz-ignorabimus.xml,ja,,
1205,GEORG,sagt einfallend; »aufs höchste befriedigt«.,In deiner Familie galt! Gewiß nicht!,holz-ignorabimus.xml,ja,,
612,DUFROY,sagt einfallend; eifrig.,Läßt sich sogar auch die heroischste Selbstverleugnung ...,holz-ignorabimus.xml,ja,,
2798,DUFROY,sagt einfallend; es mit dem Satz Georgs ebenso machend.,Noch ich wissen! ... Nur daß ich als Arzt ...,holz-ignorabimus.xml,ja,,
2341,DUFROY,"sagt einfallend; flüchtige, empört-aufgebrachte Geste nach der Stirn.",Als ob wir hier einer nach dem andern ...,holz-ignorabimus.xml,ja,,
1900,ONKEL LUDWIG,"sagt einfallend; mit dem Stock Friedrichs des Großen, diesem höchsten Symbol ehemaliger
  »Aufklärung«, ergrimmt durch die Luft fuchtelnd und auf den vermeintlichen »Lügengeist«
  fast damit eindringend.",Das ist kein wahrer Geist! Das ist n Lügengeist! N Lügengeist!,holz-ignorabimus.xml,ja,,
1002,GEORG,sagt einfallend; noch gesteigerter als vorhin; mit auseinandergebreiteten Armen.,"Würde ich mich verlassen! ... Inbrünstiger, als ein Christ auf sein Evangelium!",holz-ignorabimus.xml,ja,,
3045,ONKEL LUDWIG,sagt einfallend; noch machtvoll-nachdrücklicher.,Gottverfluchten Sterbenacht ...,holz-ignorabimus.xml,ja,,
3763,DUFROY,sagt einfallend; noch stärker.,Ist alles wieder gut! Aber ohne jeden Zweifel! Ohne jeden Zweifel!,holz-ignorabimus.xml,ja,,
1738,ONKEL LUDWIG,sagt einfallend; sich bei allen umblickend.,Das ist doch gar nicht möglich!,holz-ignorabimus.xml,ja,,
600,DUFROY,sagt einfallend; triumphierend-heftig; alles übrige ihr damit abschneidend.,Das genügt! ... Das genügt mir! ... Das genügt für mich und mein Urteil ... vollkommen!!,holz-ignorabimus.xml,ja,,
1394,ONKEL LUDWIG,sagt einfallend.,Oder Baulichkeiten ...,holz-ignorabimus.xml,ja,,
3110,DUFROY,"sagt eingreifend, Geste.",Auch mein Vater ...,holz-ignorabimus.xml,ja,,
606,DUFROY,sagt einlenkend-zugebend.,"Das ist ja wahr! Ich stand vor der Alternative, ein Wesen, das ich liebte und das mich ... armen Menschen selbst ... gradezu vergötterte ... in schneller Frist rettungslos ... entweder vor mir hinsterben zu sehn oder ... mich eben zu entschließen ...",holz-ignorabimus.xml,ja,,
196,MARIANNE,sagt einlenkend; in ihrem Satz weiter.,Du hättest zum regelrechten Universitätsprofessor ...,holz-ignorabimus.xml,ja,,
1223,GEORG,sagt eisig.,Ja! Denke dir nur dies Majestätsverbrechen!,holz-ignorabimus.xml,ja,,
962,GEORG,sagt elementar aus sich heraus; seinen Gang wieder aufnehmend.,"Der Mensch ist mir widerwärtig! ... Diese kalten ... unverschämten Metallaugen ...! Mit solchen Blicken empfiehlt man sich nicht von einer Dame der Gesellschaft, mit der man nur oberflächlich ... erst einige Worte gewechselt ... und die man noch nie vorher gesehn hat!",holz-ignorabimus.xml,ja,,
2352,GEORG,sagt elementar.,Blödsinn!!,holz-ignorabimus.xml,ja,,
928,MARIANNE,sagt empört aufgestanden.,Es ist von dir im höchsten Grade ...,holz-ignorabimus.xml,ja,,
2288,ONKEL LUDWIG,sagt empört-ähnlich.,Sie werden uns hier doch nicht ernsthaft ...,holz-ignorabimus.xml,ja,,
2013,ONKEL LUDWIG,sagt empört-aufgebracht-fragende Geste; absolut verständnislos.,"»Weib bleibt Weib! Eine, wie die andre!« Was das nu heißen soll?",holz-ignorabimus.xml,ja,,
1993,ONKEL LUDWIG,"sagt empört-aufgebrachte, rebellierende Geste.",»Augentäuschung!« »Augentäuschung!«,holz-ignorabimus.xml,ja,,
2539,ONKEL LUDWIG,"sagt empört, Dufroy fast »auffressend«.",»Auslachen«?!,holz-ignorabimus.xml,ja,,
1324,ONKEL LUDWIG,"sagt empört; durch diesen Allgemeinvorwurf gekränkt; von seiner Unschuld
  überzeugt.",Na von mir aus und von meiner Seite ...,holz-ignorabimus.xml,ja,,
1650,ONKEL LUDWIG,sagt empört.,Immer noch!,holz-ignorabimus.xml,ja,,
2662,DUFROY,sagt empört.,Erlaube!,holz-ignorabimus.xml,ja,,
3176,ONKEL LUDWIG,sagt empört.,»Traute?«,holz-ignorabimus.xml,ja,,
3411,ONKEL LUDWIG,sagt empört.,»Traumvision?«,holz-ignorabimus.xml,ja,,
1808,DUFROY,"sagt empörte Geste, zu allen dreien.",Jetzt weigre ich mich aber ganz entschieden ...,holz-ignorabimus.xml,ja,,
130,MARIANNE,sagt energisch ansetzender Tonfall.,Lieber Onkel ...,holz-ignorabimus.xml,ja,,
2415,MARIANNE,sagt energisch nickend.,"Gewiß! Unbestreitbar! Aber bei ihrem sprunghaften Temperament, bei ihren jähen, plötzlichen Entschlüssen, die sie immerfort wechselte, ist mit Sicherheit anzunehmen, daß sie sich dieses tödlichen Mittels, sobald sie auch nur einigermaßen wieder zur Besinnung und zu sich gekommen wäre ...",holz-ignorabimus.xml,ja,,
3535,MARIANNE,sagt energisch verweisendes Kopfschütteln.,Du hättest ... auf keinen Fall ...,holz-ignorabimus.xml,ja,,
1310,UEXKÜLL,"sagt energisch-äußerste, durch nichts mehr umzustürzende Entschlossenheit.",Er ... oder ich! ... Ich oder er! ... Sie werden mich aus diesem Hause ... heute durch nichts mehr verdrängen ... und ich werde meine Augen,holz-ignorabimus.xml,ja,,
3042,DUFROY,"sagt energisch; in seinem Bekenntnis weiter; mit beiden Fäusten den Rhythmus
  markierend.","Aber durch Arbeit, Arbeit, Arbeit ...",holz-ignorabimus.xml,ja,,
2433,MARIANNE,sagt energisch.,"Ja, Sie! ... Sie und Ihr »unbekümmertes« ... wie Sie sich vorhin so zart auszudrücken beliebten »... taktisches ...«",holz-ignorabimus.xml,ja,,
3682,GEORG,"sagt energischst wieder aufgestanden und vor ihr mit ingrimmigst geballten
  Fäusten.",Dann werde ich den Hund ...,holz-ignorabimus.xml,ja,,
3394,GEORG,sagt energischst-eindringlicher Tonfall.,Du hast vier Stunden fest geschlafen!,holz-ignorabimus.xml,ja,,
2293,ONKEL LUDWIG,"sagt entrüstet; jetzt auf Marianne nicht die geringste Rücksicht mehr nehmend;
  entsprechende Geste nach der Decke hoch.","Bei dem ... brenzlichen Befund? ... Bei der offnen, geplünderten Kommodenschublade da oben?",holz-ignorabimus.xml,ja,,
3065,ONKEL LUDWIG,sagt entrüstet.,»Welt- und ...«,holz-ignorabimus.xml,ja,,
3320,ONKEL LUDWIG,"sagt entschlossen, sich das nicht »gefallen« zu lassen; Geste mit der erhobenen Linken
  nach der Tür rechts.",Soll ich dir ... sagen ...?,holz-ignorabimus.xml,ja,,
2574,ONKEL LUDWIG,sagt entsetzt-beschwörende Geste zu Georg und Dufroy rüber; Hand an der Hüfte.,Kinder!! Kinder!!,holz-ignorabimus.xml,ja,,
3651,MARIANNE,sagt entsetzt-kläglichster Jammer.,Und mit ... diesem Bekenntnis ...,holz-ignorabimus.xml,ja,,
